MOF_name,thermal_decomposition_temp_C,solvent_removal_stability,dataset
qmof-202a1af,362.4,0.81,QMOF reference
qmof-c705783,354.5,0.5,QMOF reference
qmof-e3895a7,,FAILED,QMOF reference
qmof-7e8fa91,446.1,0.55,QMOF reference
qmof-d93f39f,435.1,0.87,QMOF reference
qmof-f3f83dd,324.9,0.33,QMOF reference
qmof-67570c0,343.9,0.35,QMOF reference
qmof-fa669aa,,FAILED,QMOF reference
qmof-f640f33,458.7,0.36,QMOF reference
qmof-a650f9b,309.5,0.42,QMOF reference
qmof-b78c40b,,FAILED,QMOF reference
qmof-55822fa,371.3,0.87,QMOF reference
qmof-87c0fca,338.3,0.22,QMOF reference
qmof-fcd5c86,334.2,0.93,QMOF reference
qmof-8169402,342.0,0.85,QMOF reference
qmof-b51332f,,FAILED,QMOF reference
qmof-57b6935,,FAILED,QMOF reference
qmof-4804357,391.3,0.7,QMOF reference
qmof-b2b9a3a,309.3,0.73,QMOF reference
qmof-97c50c1,337.7,0.91,QMOF reference
qmof-444b94b,243.7,0.91,QMOF reference
qmof-0efcdca,393.8,0.56,QMOF reference
qmof-1d91052,261.3,0.17,QMOF reference
qmof-67a6473,299.1,0.47,QMOF reference
qmof-3ff41fb,,FAILED,QMOF reference
qmof-08021a9,290.8,0.95,QMOF reference
qmof-c11cc76,,FAILED,QMOF reference
qmof-114133e,314.2,0.77,QMOF reference
qmof-6eae3f7,242.3,0.63,QMOF reference
qmof-3602012,385.9,0.9,QMOF reference
qmof-d7633f2,,FAILED,QMOF reference
qmof-9b1866d,297.6,0.85,QMOF reference
qmof-6b8897f,,FAILED,QMOF reference
qmof-75a2dcd,464.3,0.67,QMOF reference
qmof-c483cae,,FAILED,QMOF reference
qmof-de867ae,388.9,0.7,QMOF reference
qmof-0344ac0,,FAILED,QMOF reference
qmof-440e04a,432.7,0.77,QMOF reference
qmof-b19a7c5,356.4,0.3,QMOF reference
qmof-09376af,261.8,0.5,QMOF reference
qmof-bfd9aea,341.9,0.94,QMOF reference
qmof-0bb2748,341.7,0.67,QMOF reference
qmof-e266e2c,,FAILED,QMOF reference
qmof-8dad5f3,406.9,0.93,QMOF reference
qmof-1cc7f79,259.2,0.84,QMOF reference
qmof-69ba23e,363.6,0.86,QMOF reference
qmof-47ad2b5,175.7,0.63,QMOF reference
qmof-f263e45,,FAILED,QMOF reference
qmof-ab449b7,,FAILED,QMOF reference
qmof-0d326c4,326.2,0.79,QMOF reference
qmof-c031960,,FAILED,QMOF reference
qmof-83bc42a,,FAILED,QMOF reference
qmof-51097b4,304.1,0.88,QMOF reference
qmof-e0e24d6,184.1,0.96,QMOF reference
qmof-c7fbe0d,258.7,0.56,QMOF reference
qmof-762c740,319.7,0.94,QMOF reference
qmof-6842f7a,249.7,0.79,QMOF reference
qmof-9938276,,FAILED,QMOF reference
qmof-2ea7167,299.8,0.41,QMOF reference
qmof-c96b0bd,301.5,0.71,QMOF reference
qmof-e5e7f6f,290.4,0.23,QMOF reference
qmof-de45389,344.5,0.69,QMOF reference
qmof-3961e57,320.7,0.59,QMOF reference
qmof-b043741,406.0,0.18,QMOF reference
qmof-4f153a3,326.8,0.86,QMOF reference
qmof-cf2c9b6,280.3,0.41,QMOF reference
qmof-4a54aa8,333.4,0.88,QMOF reference
qmof-4e43c11,250.4,0.92,QMOF reference
qmof-8773583,355.5,0.4,QMOF reference
qmof-145f48b,401.4,0.37,QMOF reference
qmof-70bc81f,341.7,0.06,QMOF reference
qmof-5480f62,261.1,0.93,QMOF reference
qmof-6fc3e2b,361.0,0.69,QMOF reference
qmof-82fe308,350.3,0.93,QMOF reference
qmof-1f51bd7,292.2,0.96,QMOF reference
qmof-f05b03d,388.3,0.88,QMOF reference
qmof-4b2af63,,FAILED,QMOF reference
qmof-f8c1b29,260.8,0.72,QMOF reference
qmof-624a8f0,,FAILED,QMOF reference
qmof-d3de6ba,249.1,0.95,QMOF reference
qmof-7a9afb6,341.9,0.26,QMOF reference
qmof-55ca6c9,369.4,0.88,QMOF reference
qmof-8bf30fc,330.6,0.47,QMOF reference
qmof-77f5506,331.5,0.28,QMOF reference
qmof-5b07106,454.5,0.02,QMOF reference
qmof-180ee5c,315.0,0.86,QMOF reference
qmof-a72679c,345.0,0.78,QMOF reference
qmof-97abf16,431.7,0.1,QMOF reference
qmof-b233d71,359.7,0.78,QMOF reference
qmof-8b5a121,642.6,0.0,QMOF reference
qmof-ee02e1d,357.4,0.83,QMOF reference
qmof-dc995f2,370.2,0.2,QMOF reference
qmof-409a8b7,290.5,0.25,QMOF reference
qmof-365cf98,358.9,0.29,QMOF reference
qmof-91ef893,366.7,0.48,QMOF reference
qmof-73d1377,357.8,0.11,QMOF reference
qmof-b93ab48,355.2,0.31,QMOF reference
qmof-b6a6c14,,FAILED,QMOF reference
qmof-70883fe,362.6,0.93,QMOF reference
qmof-82f8bae,326.6,0.57,QMOF reference
qmof-ec84042,398.8,0.61,QMOF reference
qmof-cf53258,,FAILED,QMOF reference
qmof-006ae15,287.3,0.57,QMOF reference
qmof-104fefd,,FAILED,QMOF reference
qmof-0564294,456.4,0.86,QMOF reference
qmof-c5c4f84,379.5,0.96,QMOF reference
qmof-11b9e62,336.0,0.25,QMOF reference
qmof-8ceaacf,,FAILED,QMOF reference
qmof-1cc623d,429.1,0.92,QMOF reference
qmof-98dead6,390.5,0.83,QMOF reference
qmof-fd1a91f,249.7,0.17,QMOF reference
qmof-5c1c773,147.3,0.98,QMOF reference
qmof-4db34af,358.3,0.19,QMOF reference
qmof-6a9204c,366.3,0.86,QMOF reference
qmof-05191e5,,FAILED,QMOF reference
qmof-c6b9ed2,330.5,0.29,QMOF reference
qmof-f10ba6e,319.5,0.62,QMOF reference
qmof-1356ddc,343.7,0.18,QMOF reference
qmof-190ac36,372.7,0.85,QMOF reference
qmof-005f564,316.6,0.57,QMOF reference
qmof-53cae43,389.6,0.89,QMOF reference
qmof-d571bd8,338.2,0.94,QMOF reference
qmof-5fa0860,280.0,0.9,QMOF reference
qmof-687e4d6,315.4,0.22,QMOF reference
qmof-85a7780,366.7,0.94,QMOF reference
qmof-d4b91fb,286.6,0.23,QMOF reference
qmof-deea64a,385.9,0.86,QMOF reference
qmof-f249620,342.3,0.43,QMOF reference
qmof-c3317f7,346.2,0.82,QMOF reference
qmof-d4ff636,,FAILED,QMOF reference
qmof-44da106,397.9,0.75,QMOF reference
qmof-645a178,382.2,0.65,QMOF reference
qmof-362d57a,367.7,0.77,QMOF reference
qmof-9034501,,FAILED,QMOF reference
qmof-0fef828,384.1,0.8,QMOF reference
qmof-621adc5,337.0,0.43,QMOF reference
qmof-8529691,302.2,0.86,QMOF reference
qmof-2de35b5,429.9,0.69,QMOF reference
qmof-b6fc040,248.2,0.83,QMOF reference
qmof-6810890,,FAILED,QMOF reference
qmof-b941ec6,413.7,0.71,QMOF reference
qmof-bf9ccaf,275.6,0.87,QMOF reference
qmof-75d19c9,,FAILED,QMOF reference
qmof-ad3efe6,284.9,0.26,QMOF reference
qmof-e21e341,,FAILED,QMOF reference
qmof-0b4817e,356.9,0.96,QMOF reference
qmof-40ab8ad,286.5,0.52,QMOF reference
qmof-e0c11b0,322.1,0.59,QMOF reference
qmof-737b1c6,381.2,0.94,QMOF reference
qmof-c101b80,306.5,0.47,QMOF reference
qmof-4c7c3db,376.4,0.31,QMOF reference
qmof-a1cd2cc,328.6,0.79,QMOF reference
qmof-5a6407d,226.2,0.75,QMOF reference
qmof-beed51c,364.2,0.46,QMOF reference
qmof-ef126da,,FAILED,QMOF reference
qmof-4481da3,365.6,0.83,QMOF reference
qmof-a39158b,287.3,0.09,QMOF reference
qmof-0645840,306.7,0.86,QMOF reference
qmof-e458a47,370.9,0.53,QMOF reference
qmof-66615cb,151.6,0.98,QMOF reference
qmof-9269553,235.1,0.38,QMOF reference
qmof-7143528,331.0,0.63,QMOF reference
qmof-3254d7d,378.7,0.41,QMOF reference
qmof-b4ae596,,FAILED,QMOF reference
qmof-52a8795,303.6,0.63,QMOF reference
qmof-c906a20,358.8,0.47,QMOF reference
qmof-8c13777,189.2,0.59,QMOF reference
qmof-8dd89f6,352.2,0.1,QMOF reference
qmof-6236cc7,274.8,0.83,QMOF reference
qmof-cbf9737,,FAILED,QMOF reference
qmof-d198a06,364.2,0.84,QMOF reference
qmof-185d99c,,FAILED,QMOF reference
qmof-eca76af,297.3,0.21,QMOF reference
qmof-f6a2c50,315.5,0.33,QMOF reference
qmof-108a191,322.0,0.7,QMOF reference
qmof-a131202,328.8,0.95,QMOF reference
qmof-6f0a50e,414.9,0.24,QMOF reference
qmof-9d372e0,355.8,0.73,QMOF reference
qmof-2e50f50,,FAILED,QMOF reference
qmof-ac235bb,382.1,0.36,QMOF reference
qmof-8f34360,356.3,0.3,QMOF reference
qmof-79c2418,365.3,0.97,QMOF reference
qmof-209bf3c,288.0,0.35,QMOF reference
qmof-db2cdc7,370.5,0.64,QMOF reference
qmof-0736fd1,385.5,0.34,QMOF reference
qmof-c8f59a6,398.6,0.87,QMOF reference
qmof-0c240a1,369.4,0.36,QMOF reference
qmof-65f6051,209.8,0.18,QMOF reference
qmof-79ed331,257.7,0.54,QMOF reference
qmof-930ace4,,FAILED,QMOF reference
qmof-b25cad2,325.8,0.91,QMOF reference
qmof-a3fad3b,357.6,0.96,QMOF reference
qmof-65e795e,324.6,0.72,QMOF reference
qmof-374f54b,284.5,0.32,QMOF reference
qmof-afd2657,310.8,0.49,QMOF reference
qmof-e26ad1d,367.6,0.29,QMOF reference
qmof-0c88519,438.5,0.81,QMOF reference
qmof-7a92a43,,FAILED,QMOF reference
qmof-ac05bde,359.3,0.69,QMOF reference
qmof-257b072,,FAILED,QMOF reference
qmof-d4b9216,382.0,0.69,QMOF reference
qmof-78cf847,448.8,0.87,QMOF reference
qmof-72c4b23,448.1,0.49,QMOF reference
qmof-a010bc0,,FAILED,QMOF reference
qmof-6b7f9c0,,FAILED,QMOF reference
qmof-5264930,353.5,0.93,QMOF reference
qmof-176c460,265.0,0.15,QMOF reference
qmof-ccd25e1,337.3,0.75,QMOF reference
qmof-4e88a03,275.2,0.57,QMOF reference
qmof-400bbbf,331.6,0.41,QMOF reference
qmof-3bdb7ac,,FAILED,QMOF reference
qmof-8fd6676,345.2,0.33,QMOF reference
qmof-75c4882,,FAILED,QMOF reference
qmof-cc48a59,329.6,0.9,QMOF reference
qmof-fd37ecd,286.6,0.38,QMOF reference
qmof-87f81b7,207.7,0.38,QMOF reference
qmof-223436e,375.6,0.39,QMOF reference
qmof-81ffe5f,312.3,0.07,QMOF reference
qmof-4b563a9,349.6,0.37,QMOF reference
qmof-1ed0c50,399.2,0.89,QMOF reference
qmof-beeedc4,319.2,0.21,QMOF reference
qmof-8f407b6,331.7,0.39,QMOF reference
qmof-57ca61b,317.6,0.13,QMOF reference
qmof-05b0858,344.4,0.63,QMOF reference
qmof-7733b97,408.8,0.11,QMOF reference
qmof-dd62091,336.5,0.73,QMOF reference
qmof-597f45f,240.6,0.4,QMOF reference
qmof-ac12371,267.0,0.89,QMOF reference
qmof-7986c05,376.3,0.75,QMOF reference
qmof-8a38035,320.3,0.13,QMOF reference
qmof-8e0c999,393.6,0.73,QMOF reference
qmof-b14fe4f,312.9,0.73,QMOF reference
qmof-eb0aaee,283.4,0.16,QMOF reference
qmof-b6d938a,378.8,0.96,QMOF reference
qmof-48bcbc2,345.9,0.2,QMOF reference
qmof-ec24f88,402.4,0.19,QMOF reference
qmof-a498ebd,349.3,0.79,QMOF reference
qmof-b10a178,308.7,0.92,QMOF reference
qmof-5edee51,366.0,0.73,QMOF reference
qmof-b05d166,291.5,0.69,QMOF reference
qmof-3f6d858,331.2,0.94,QMOF reference
qmof-caa3f9b,,FAILED,QMOF reference
qmof-1aeca7d,,FAILED,QMOF reference
qmof-29e411b,251.1,0.3,QMOF reference
qmof-815a5a8,429.2,0.78,QMOF reference
qmof-e4ea248,273.7,0.21,QMOF reference
qmof-d206dbf,310.9,0.38,QMOF reference
qmof-9564d97,315.1,0.87,QMOF reference
qmof-868274a,287.7,0.68,QMOF reference
qmof-fdef13d,393.3,0.57,QMOF reference
qmof-3847280,251.6,0.79,QMOF reference
qmof-03bce06,,FAILED,QMOF reference
qmof-041ffc3,306.7,0.67,QMOF reference
qmof-d475ee7,414.9,0.99,QMOF reference
qmof-3cfd336,362.4,0.95,QMOF reference
qmof-e078b5f,,FAILED,QMOF reference
qmof-26ea622,346.1,0.94,QMOF reference
qmof-2d1ab29,529.2,0.04,QMOF reference
qmof-ef6e774,264.9,0.83,QMOF reference
qmof-8ec55e0,331.4,0.84,QMOF reference
qmof-de67092,321.0,0.47,QMOF reference
qmof-c6bf1e2,245.4,0.92,QMOF reference
qmof-28acf7f,341.6,0.97,QMOF reference
qmof-6bf0ec2,305.8,0.93,QMOF reference
qmof-96eb05f,304.6,0.5,QMOF reference
qmof-1e2a4e1,290.0,0.65,QMOF reference
qmof-e4099ea,315.0,0.48,QMOF reference
qmof-700d2d4,333.3,0.93,QMOF reference
qmof-87ee196,495.1,0.88,QMOF reference
qmof-adecf31,364.8,0.87,QMOF reference
qmof-651fdeb,,FAILED,QMOF reference
qmof-d60bb3e,317.7,0.49,QMOF reference
qmof-e71ede6,353.6,0.15,QMOF reference
qmof-5890c4d,353.7,0.76,QMOF reference
qmof-7cd7343,359.7,0.97,QMOF reference
qmof-ff6a634,310.8,0.79,QMOF reference
qmof-b63ba6c,309.6,0.8,QMOF reference
qmof-7e1197e,361.6,0.8,QMOF reference
qmof-db92909,314.2,0.33,QMOF reference
qmof-8a1c381,384.8,0.42,QMOF reference
qmof-5cf14ed,,FAILED,QMOF reference
qmof-1f4f159,400.2,0.05,QMOF reference
qmof-dba8b3a,346.7,0.82,QMOF reference
qmof-d84f27e,378.1,0.87,QMOF reference
qmof-8c44268,267.9,0.75,QMOF reference
qmof-7b48c52,351.1,0.99,QMOF reference
qmof-8b891d0,380.9,0.71,QMOF reference
qmof-0dcd74e,346.1,0.84,QMOF reference
qmof-4c2c9ee,,FAILED,QMOF reference
qmof-09b92f5,302.3,0.73,QMOF reference
qmof-c77937a,350.5,0.44,QMOF reference
qmof-a342218,390.7,0.55,QMOF reference
qmof-0cecd6b,334.0,0.57,QMOF reference
qmof-c9bcdde,353.4,0.58,QMOF reference
qmof-18306a5,331.9,0.59,QMOF reference
qmof-d4f6af2,335.5,0.64,QMOF reference
qmof-e940798,,FAILED,QMOF reference
qmof-f5a950b,331.1,0.49,QMOF reference
qmof-2cf73c1,346.5,0.41,QMOF reference
qmof-9be2d4c,272.0,0.57,QMOF reference
qmof-48504ab,287.5,0.14,QMOF reference
qmof-df558c0,348.8,0.91,QMOF reference
qmof-8d5a08b,246.5,0.89,QMOF reference
qmof-cc3dd63,328.9,0.25,QMOF reference
qmof-769821d,302.5,0.68,QMOF reference
qmof-0280eec,327.2,0.58,QMOF reference
qmof-146d007,286.7,0.8,QMOF reference
qmof-042197c,,FAILED,QMOF reference
qmof-bfa2fbe,316.6,0.71,QMOF reference
qmof-f75536d,331.3,0.9,QMOF reference
qmof-9277d51,398.2,0.67,QMOF reference
qmof-ba5b808,308.6,0.05,QMOF reference
qmof-44f590d,339.3,0.87,QMOF reference
qmof-e731356,351.0,0.14,QMOF reference
qmof-3df82ff,,FAILED,QMOF reference
qmof-49849ba,356.2,0.88,QMOF reference
qmof-4ce68d1,353.1,0.38,QMOF reference
qmof-a0b71cf,319.2,0.27,QMOF reference
qmof-2255387,277.2,0.74,QMOF reference
qmof-7b0a947,365.5,0.25,QMOF reference
qmof-3274cd8,,FAILED,QMOF reference
qmof-eae6c15,,FAILED,QMOF reference
qmof-cd04a40,375.1,0.94,QMOF reference
qmof-22c6575,309.9,0.8,QMOF reference
qmof-d7500c7,301.6,0.8,QMOF reference
qmof-bd93f70,,FAILED,QMOF reference
qmof-b696fc8,460.3,0.81,QMOF reference
qmof-be4f504,250.6,0.57,QMOF reference
qmof-361e7a4,269.3,0.87,QMOF reference
qmof-42062c2,303.6,0.7,QMOF reference
qmof-e3d2466,402.6,0.72,QMOF reference
qmof-824dc63,378.8,0.93,QMOF reference
qmof-b4e2512,309.1,0.77,QMOF reference
qmof-8636073,327.2,0.68,QMOF reference
qmof-7915680,335.8,0.91,QMOF reference
qmof-e987c82,,FAILED,QMOF reference
qmof-f5499a0,,FAILED,QMOF reference
qmof-b0f27f3,-86.6,0.89,QMOF reference
qmof-e9474aa,280.6,0.42,QMOF reference
qmof-38b18d7,390.2,0.79,QMOF reference
qmof-1dcf9c9,322.3,0.94,QMOF reference
qmof-0b31941,146.2,0.33,QMOF reference
qmof-10ea1fe,325.6,0.52,QMOF reference
qmof-be911ac,425.3,0.95,QMOF reference
qmof-7b91383,,FAILED,QMOF reference
qmof-6af941a,293.9,0.41,QMOF reference
qmof-b517439,292.4,0.9,QMOF reference
qmof-7bfb86b,368.8,0.79,QMOF reference
qmof-cb1a094,247.6,0.87,QMOF reference
qmof-f6f5670,314.3,0.5,QMOF reference
qmof-8781cc3,272.8,0.84,QMOF reference
qmof-f293ac8,340.4,0.23,QMOF reference
qmof-b2a7435,342.2,0.74,QMOF reference
qmof-9383360,261.1,0.88,QMOF reference
qmof-f0eceac,318.8,0.83,QMOF reference
qmof-31d950f,262.4,0.88,QMOF reference
qmof-7d6715f,269.6,0.64,QMOF reference
qmof-e843058,,FAILED,QMOF reference
qmof-e28114e,295.9,0.5,QMOF reference
qmof-7c74ed0,345.7,0.1,QMOF reference
qmof-d86c15e,323.9,0.06,QMOF reference
qmof-0526588,394.7,0.79,QMOF reference
qmof-594c034,325.2,0.68,QMOF reference
qmof-5038232,269.4,0.61,QMOF reference
qmof-ac1edc6,269.2,0.26,QMOF reference
qmof-4748592,337.2,0.37,QMOF reference
qmof-013d7be,390.6,0.79,QMOF reference
qmof-6694295,324.9,0.73,QMOF reference
qmof-8cc5219,328.7,0.69,QMOF reference
qmof-ad4a6de,322.3,0.93,QMOF reference
qmof-5cd0603,,FAILED,QMOF reference
qmof-c5d2cf9,414.2,0.37,QMOF reference
qmof-d76cb3a,,FAILED,QMOF reference
qmof-697aabc,353.8,0.5,QMOF reference
qmof-2dfbd1a,226.5,0.3,QMOF reference
qmof-0cf7471,326.1,0.86,QMOF reference
qmof-eb404c8,328.6,0.1,QMOF reference
qmof-65179cb,81.9,0.85,QMOF reference
qmof-e08db99,362.6,0.66,QMOF reference
qmof-03f76d4,409.1,0.72,QMOF reference
qmof-3abfd72,222.9,0.88,QMOF reference
qmof-b6824df,318.5,0.6,QMOF reference
qmof-063efc4,366.7,0.53,QMOF reference
qmof-15bce2e,364.9,0.95,QMOF reference
qmof-1c14d74,418.4,0.75,QMOF reference
qmof-ff9ebb7,332.1,0.3,QMOF reference
qmof-41724f3,211.4,0.88,QMOF reference
qmof-0cfad40,338.8,0.18,QMOF reference
qmof-f3e6404,470.3,0.14,QMOF reference
qmof-f6519c0,243.3,0.43,QMOF reference
qmof-99bd2ff,275.3,0.72,QMOF reference
qmof-d117cca,311.5,0.88,QMOF reference
qmof-7a3ac3d,225.9,0.22,QMOF reference
qmof-2f35f0d,,FAILED,QMOF reference
qmof-69cecc3,431.0,0.91,QMOF reference
qmof-4409f74,324.8,0.61,QMOF reference
qmof-d044302,,FAILED,QMOF reference
qmof-2f828ec,303.3,0.27,QMOF reference
qmof-32bbf6c,371.9,0.84,QMOF reference
qmof-3458e32,342.1,0.23,QMOF reference
qmof-0f2fd5f,412.8,0.66,QMOF reference
qmof-d77d3f0,281.8,0.9,QMOF reference
qmof-275272e,367.7,0.94,QMOF reference
qmof-7072328,319.1,0.21,QMOF reference
qmof-ea1d5fa,352.8,0.67,QMOF reference
qmof-ef62024,360.9,0.68,QMOF reference
qmof-1b83b8b,425.8,0.9,QMOF reference
qmof-6ef2062,,FAILED,QMOF reference
qmof-1fef8a4,359.1,0.18,QMOF reference
qmof-3ad0212,349.9,0.37,QMOF reference
qmof-2313b16,370.6,0.87,QMOF reference
qmof-09bfb35,396.2,0.84,QMOF reference
qmof-e8229f5,,FAILED,QMOF reference
qmof-695c22f,369.4,0.85,QMOF reference
qmof-5587957,374.3,0.91,QMOF reference
qmof-bfe77e8,407.7,0.74,QMOF reference
qmof-8bea158,377.7,0.16,QMOF reference
qmof-22b0cb3,402.0,0.51,QMOF reference
qmof-a0aca25,,FAILED,QMOF reference
qmof-dd494b4,,FAILED,QMOF reference
qmof-fde6499,360.8,0.94,QMOF reference
qmof-4090ad3,193.1,0.93,QMOF reference
qmof-ef027a7,360.7,0.6,QMOF reference
qmof-cccb3cf,347.1,0.68,QMOF reference
qmof-a3577c1,239.4,0.1,QMOF reference
qmof-5224f49,315.8,0.42,QMOF reference
qmof-691b73e,298.1,0.78,QMOF reference
qmof-8bc47d5,322.3,0.59,QMOF reference
qmof-ea67c6a,329.7,0.55,QMOF reference
qmof-a44e9a8,412.6,0.33,QMOF reference
qmof-68a1f3b,,FAILED,QMOF reference
qmof-38516c4,363.3,0.95,QMOF reference
qmof-6da60e8,326.6,0.87,QMOF reference
qmof-01060b4,347.6,0.76,QMOF reference
qmof-ea5c37d,315.9,0.67,QMOF reference
qmof-2657d57,308.2,0.62,QMOF reference
qmof-7571eaa,,FAILED,QMOF reference
qmof-79a7525,323.6,0.37,QMOF reference
qmof-7e7dcc4,354.2,0.29,QMOF reference
qmof-6f290de,324.9,0.37,QMOF reference
qmof-67850b0,316.5,0.74,QMOF reference
qmof-bab2a52,312.6,0.79,QMOF reference
qmof-4a4c3dc,345.3,0.64,QMOF reference
qmof-a2257be,248.3,0.92,QMOF reference
qmof-cf59d6c,373.9,0.85,QMOF reference
qmof-d8e2d5a,354.5,0.93,QMOF reference
qmof-e9ceb52,371.3,0.87,QMOF reference
qmof-648c41f,,FAILED,QMOF reference
qmof-7f0ff56,,FAILED,QMOF reference
qmof-ac756ee,322.7,0.18,QMOF reference
qmof-214cb7e,339.9,0.84,QMOF reference
qmof-09ba5e4,383.1,0.47,QMOF reference
qmof-6f39277,266.7,0.8,QMOF reference
qmof-4e8ed50,319.4,0.77,QMOF reference
qmof-c73e903,272.4,0.68,QMOF reference
qmof-374a046,,FAILED,QMOF reference
qmof-ecfd7a0,,FAILED,QMOF reference
qmof-ed866db,,FAILED,QMOF reference
qmof-0056327,284.9,0.63,QMOF reference
qmof-6efed02,397.3,0.48,QMOF reference
qmof-22518e3,409.3,0.77,QMOF reference
qmof-21ceae6,333.7,0.4,QMOF reference
qmof-516cf1b,274.8,0.41,QMOF reference
qmof-0beae43,357.6,0.76,QMOF reference
qmof-cd0d17e,308.4,0.43,QMOF reference
qmof-2a9daea,326.7,0.29,QMOF reference
qmof-99456ca,297.4,0.24,QMOF reference
qmof-43264a9,226.0,0.39,QMOF reference
qmof-363bce5,326.5,0.53,QMOF reference
qmof-b3adea3,402.5,0.45,QMOF reference
qmof-b5258da,392.4,0.78,QMOF reference
qmof-4d020d6,249.3,0.14,QMOF reference
qmof-c27282a,328.8,0.78,QMOF reference
qmof-a6977a3,,FAILED,QMOF reference
qmof-63bed95,259.8,0.87,QMOF reference
qmof-55c98b9,436.1,0.93,QMOF reference
qmof-51ac6e2,315.3,0.65,QMOF reference
qmof-a95c660,327.5,0.93,QMOF reference
qmof-0411cdf,309.8,0.92,QMOF reference
qmof-c0cf89e,307.6,0.34,QMOF reference
qmof-ab4fc49,292.5,0.5,QMOF reference
qmof-c07a67d,344.2,0.29,QMOF reference
qmof-402d546,282.5,0.93,QMOF reference
qmof-ead1cf2,338.1,0.66,QMOF reference
qmof-9da8e10,,FAILED,QMOF reference
qmof-49c3c03,313.5,0.92,QMOF reference
qmof-7e1795a,297.4,0.64,QMOF reference
qmof-2f5ad9e,355.1,0.19,QMOF reference
qmof-0a86756,388.6,0.93,QMOF reference
qmof-b40d2ab,,FAILED,QMOF reference
qmof-a36eb96,304.3,0.84,QMOF reference
qmof-10b52ba,296.5,0.56,QMOF reference
qmof-a583a54,342.0,0.38,QMOF reference
qmof-4637532,347.1,0.54,QMOF reference
qmof-e494792,267.9,0.78,QMOF reference
qmof-4d6534c,,FAILED,QMOF reference
qmof-2102fc6,264.2,0.72,QMOF reference
qmof-b057164,446.6,0.86,QMOF reference
qmof-1802001,443.7,0.58,QMOF reference
qmof-7e529bd,285.7,0.64,QMOF reference
qmof-01346c1,320.5,0.74,QMOF reference
qmof-c9cfc46,,FAILED,QMOF reference
qmof-2fc7154,339.7,0.85,QMOF reference
qmof-118a864,337.7,0.72,QMOF reference
qmof-4a57b79,407.4,0.18,QMOF reference
qmof-22767fa,330.4,0.92,QMOF reference
qmof-21b9d9a,,FAILED,QMOF reference
qmof-a5a012b,461.6,0.75,QMOF reference
qmof-99cc81d,336.4,0.88,QMOF reference
qmof-3643545,252.6,0.68,QMOF reference
qmof-08e7dd3,298.2,0.46,QMOF reference
qmof-0dc0fe6,260.2,0.48,QMOF reference
qmof-f35d56b,,FAILED,QMOF reference
qmof-3af4239,307.1,0.92,QMOF reference
qmof-44d6faf,174.5,0.49,QMOF reference
qmof-8a22665,,FAILED,QMOF reference
qmof-23c23d8,318.1,0.84,QMOF reference
qmof-5fe8b1d,328.7,0.6,QMOF reference
qmof-9f8ac71,418.8,0.85,QMOF reference
qmof-434aece,,FAILED,QMOF reference
qmof-81016e7,326.4,0.78,QMOF reference
qmof-bedebdd,313.3,0.47,QMOF reference
qmof-136ec9b,361.6,0.76,QMOF reference
qmof-5402e4d,322.4,0.26,QMOF reference
qmof-5f31ac2,267.4,0.77,QMOF reference
qmof-3351730,295.7,0.93,QMOF reference
qmof-8359f4e,,FAILED,QMOF reference
qmof-f22081b,302.0,0.92,QMOF reference
qmof-eddc36b,395.8,0.84,QMOF reference
qmof-866d433,392.2,0.96,QMOF reference
qmof-3bcf29c,307.6,0.84,QMOF reference
qmof-1a0cf71,321.6,0.51,QMOF reference
qmof-eda3909,390.4,0.85,QMOF reference
qmof-aff1642,357.9,0.21,QMOF reference
qmof-eedc47f,353.1,0.45,QMOF reference
qmof-8a95c27,292.2,0.69,QMOF reference
qmof-e1eb1d3,312.1,0.5,QMOF reference
qmof-157692e,366.6,0.65,QMOF reference
qmof-8b50b3f,293.1,0.91,QMOF reference
qmof-1502f04,352.2,0.3,QMOF reference
qmof-a20a60f,325.9,0.4,QMOF reference
qmof-73ded45,233.7,0.94,QMOF reference
qmof-c128664,325.6,0.92,QMOF reference
qmof-fb27fc1,226.6,0.39,QMOF reference
qmof-a3cf233,339.7,0.31,QMOF reference
qmof-167482e,291.8,0.82,QMOF reference
qmof-d972a90,,FAILED,QMOF reference
qmof-c124bc0,,FAILED,QMOF reference
qmof-684fe0f,310.6,0.3,QMOF reference
qmof-33a12c7,318.6,0.85,QMOF reference
qmof-ef5f46f,365.5,0.37,QMOF reference
qmof-bc2a5ca,357.0,0.88,QMOF reference
qmof-e0cb981,358.9,0.8,QMOF reference
qmof-2ee608c,381.9,0.66,QMOF reference
qmof-890c483,347.1,0.79,QMOF reference
qmof-1a74b10,397.3,0.34,QMOF reference
qmof-07e6831,325.8,0.5,QMOF reference
qmof-8e1f1ff,425.4,0.93,QMOF reference
qmof-683545f,256.5,0.83,QMOF reference
qmof-0be35a0,284.4,0.45,QMOF reference
qmof-1f43ca5,370.2,0.76,QMOF reference
qmof-0ca8ad2,346.2,0.69,QMOF reference
qmof-c052686,349.7,0.84,QMOF reference
qmof-6f783df,187.3,0.92,QMOF reference
qmof-5361c4e,288.4,0.7,QMOF reference
qmof-6bb8058,352.5,0.19,QMOF reference
qmof-f2bb795,366.7,0.7,QMOF reference
qmof-376455d,235.9,0.82,QMOF reference
qmof-65631c4,,FAILED,QMOF reference
qmof-02eaa2a,332.1,0.84,QMOF reference
