mof_id,formula,formation_energy_eV_per_atom,energy_eV,method,space_group
C56H20N12O13Zn4-3_4-MACE-OMat-D3,C56H20N12O13Zn4-3_4-MACE-OMat-D3,-0.0742508,-756.394,MACE-OMat-D3,P1
C56H20N16O5Zn4-2-MACE-OMat-D3,C56H20N16O5Zn4-2-MACE-OMat-D3,0.185431,-723.663,MACE-OMat-D3,P1
C48H24N20O9Zn4-0_2-MACE-OMat-D3,C48H24N20O9Zn4-0_2-MACE-OMat-D3,-0.0600912,-741.29,MACE-OMat-D3,P1
C44H20N8O13Zn4-2_11-MACE-OMat-D3,C44H20N8O13Zn4-2_11-MACE-OMat-D3,-0.17772,-620.701,MACE-OMat-D3,P1
C44H16N40O13Zn4-3-MACE-OMat-D3,C44H16N40O13Zn4-3-MACE-OMat-D3,0.0513551,-852.928,MACE-OMat-D3,P1
C36H26N6O11Zn4-2_10-MACE-OMat-D3,C36H26N6O11Zn4-2_10-MACE-OMat-D3,-0.238491,-543.998,MACE-OMat-D3,P1
C36H18N6O25Zn4-3_6-MACE-OMat-D3,C36H18N6O25Zn4-3_6-MACE-OMat-D3,-0.460883,-608.546,MACE-OMat-D3,P1
C36H18N6O25Zn4-3_18-MACE-OMat-D3,C36H18N6O25Zn4-3_18-MACE-OMat-D3,-0.463637,-608.791,MACE-OMat-D3,P1
C18H15N3O13Zn4-3_9.0-r2SCAN-D4,C18H15N3O13Zn4-3_9.0-r2SCAN-D4,-0.581209,-402.154,r2SCAN-D4,P1
C30H20O13S2Zn4-1_6-r2SCAN-D4,C30H20O13S2Zn4-1_6-r2SCAN-D4,-0.348211,-521.674,r2SCAN-D4,P1
C20H12N4O13Zn4-0_8.0-r2SCAN-D4,C20H12N4O13Zn4-0_8.0-r2SCAN-D4,-0.43096,-413.005,r2SCAN-D4,P1
C44H24N8O13S4Zn4-2_11-MACE-OMat-D3,C44H24N8O13S4Zn4-2_11-MACE-OMat-D3,-0.207995,-654.549,MACE-OMat-D3,P1
C21H18O13Zn4-3_16-r2SCAN-D4,C21H18O13Zn4-3_16-r2SCAN-D4,-0.54733,-414.969,r2SCAN-D4,P1
C21H18O13Zn4-3_11.0-r2SCAN-D4,C21H18O13Zn4-3_11.0-r2SCAN-D4,-0.546753,-414.937,r2SCAN-D4,P1
C56H16N12O13Zn4-2_13-r2SCAN-D4,C56H16N12O13Zn4-2_13-r2SCAN-D4,-0.0467913,-842.54,r2SCAN-D4,P1
C56H16N12O13Zn4-0_3-r2SCAN-D4,C56H16N12O13Zn4-0_3-r2SCAN-D4,-0.0668424,-844.565,r2SCAN-D4,P1
C48H27N9O13Zn4-3_7-r2SCAN-D4,C48H27N9O13Zn4-3_7-r2SCAN-D4,-0.192928,-787.736,r2SCAN-D4,P1
C8H3Mg2N3O2S1-0-r2SCAN-D4,C8H3Mg2N3O2S1-0-r2SCAN-D4,0.0591018,-145.005,r2SCAN-D4,P1
C44H24N8O13S4Zn4-3_4-r2SCAN-D4,Zn4H24C44S4N8O13,-0.160057,-756.71,r2SCAN-D4,P1
C44H20N8O13Zn4-2_11-r2SCAN-D4,Zn4H20C44N8O13,-0.16488,-709.507,r2SCAN-D4,P1
C44H20N8O13S4Zn4-0_3-r2SCAN-D4,Zn4H20C44S4N8O13,-0.107596,-737.363,r2SCAN-D4,P1
C42H24N6O25Zn4-1_11-r2SCAN-D4,Zn4H24C42N6O25,-0.462453,-786.884,r2SCAN-D4,P1
C42H24N6O13Zn4-1_12-r2SCAN-D4,Zn4H24C42N6O13,-0.261657,-693.612,r2SCAN-D4,P1
C42H24N6O13S3Zn4-1_14-r2SCAN-D4,Zn4H24C42S3N6O13,-0.233977,-716.243,r2SCAN-D4,P1
C40H36N8O13Zn4-4_6-r2SCAN-D4,Zn4H36C40N8O13,-0.238524,-734.167,r2SCAN-D4,P1
C40H24N16O13Zn4-0_14-r2SCAN-D4,Zn4H24C40N16O13,-0.159336,-757.257,r2SCAN-D4,P1
C40H32N8O13Zn4-1_9-r2SCAN-D4,Zn4H32C40N8O13,-0.301749,-725.518,r2SCAN-D4,P1
C40H20N8O17Zn4-2_15-r2SCAN-D4,Zn4H20C40N8O17,-0.17615,-693.726,r2SCAN-D4,P1
C40H20N8O17Zn4-0_17-r2SCAN-D4,Zn4H20C40N8O17,-0.148707,-691.284,r2SCAN-D4,P1
C36H24N6O13Zn4-1_13-r2SCAN-D4,Zn4H24C36N6O13,-0.268377,-632.497,r2SCAN-D4,P1
C48H16N16O17Zn4-2_6-r2SCAN-D4,Zn4H16C48N16O17,-0.104867,-828.158,r2SCAN-D4,P1
C44H36N4O13Zn4-2_5-r2SCAN-D4,Zn4H36C44N4O13,-0.238849,-737.663,r2SCAN-D4,P1
C44H28N4O13Zn4-1_1-r2SCAN-D4,Zn4H28C44N4O13,-0.198927,-704.384,r2SCAN-D4,P1
C64H24N16O13Zn4-2_9-r2SCAN-D4,Zn4H24C64N16O13,-0.032445,-986.136,r2SCAN-D4,P1
C64H24N16O13Zn4-1_5-r2SCAN-D4,Zn4H24C64N16O13,-0.0324537,-986.137,r2SCAN-D4,P1
C64H24N16O13Zn4-0_15-r2SCAN-D4,Zn4H24C64N16O13,0.0036506,-981.768,r2SCAN-D4,P1
C64H24N16O13Zn4-2_10-r2SCAN-D4,Zn4H24C64N16O13,0.024413,-979.256,r2SCAN-D4,P1
C60H20N12O13Zn4-0-r2SCAN-D4,Zn4H20C60N12O13,0.0357004,-887.819,r2SCAN-D4,P1
C60H18N12O19Zn4-0_4-r2SCAN-D4,Zn4H18C60N12O19,-0.175028,-939.5,r2SCAN-D4,P1
C60H16N16O13Zn4-1_14-r2SCAN-D4,Zn4H16C60N16O13,-0.0220121,-916.886,r2SCAN-D4,P1
C60H16N16O13Zn4-1_4-r2SCAN-D4,Zn4H16C60N16O13,0.02446,-911.82,r2SCAN-D4,P1
C56H24N4O21Zn4-1_13-r2SCAN-D4,Zn4H24C56N4O21,-0.205861,-861.267,r2SCAN-D4,P1
C56H24N16O17Zn4-3_9-r2SCAN-D4,Zn4H24C56N16O17,-0.0455487,-930.687,r2SCAN-D4,P1
C56H24N16O13Zn4-1-r2SCAN-D4,Zn4H24C56N16O13,-0.0410935,-906.718,r2SCAN-D4,P1
C56H20N12O13Zn4-1_15-r2SCAN-D4,Zn4H20C56N12O13,-0.0798737,-860.028,r2SCAN-D4,P1
C54H18N12O19Zn4-0_3-r2SCAN-D4,Zn4H18C54N12O19,-0.164867,-877.26,r2SCAN-D4,P1
C54H18N12O19Zn4-0_2-r2SCAN-D4,Zn4H18C54N12O19,-0.145706,-875.21,r2SCAN-D4,P1
C52H44N8O17Zn4-1_3-r2SCAN-D4,Zn4H44C52N8O17,-0.252938,-912.837,r2SCAN-D4,P1
C52H32N4O17Zn4-2_12-r2SCAN-D4,Zn4H32C52N4O17,-0.27183,-832.761,r2SCAN-D4,P1
C52H32N4O13Zn4-2_1-r2SCAN-D4,Zn4H32C52N4O13,-0.21454,-802.375,r2SCAN-D4,P1
C52H32N4O13Zn4-2_15-r2SCAN-D4,Zn4H32C52N4O13,-0.205777,-801.455,r2SCAN-D4,P1
C52H28N8O13Zn4-2_8-r2SCAN-D4,Zn4H28C52N8O13,-0.178206,-821.336,r2SCAN-D4,P1
C44H36N4O17Zn4-0_9-r2SCAN-D4,Zn4H36C44N4O17,-0.259604,-764.082,r2SCAN-D4,P1
C44H28N16O13Zn4-0_9-r2SCAN-D4,Zn4H28C44N16O13,-0.17948,-814.543,r2SCAN-D4,P1
C42H30N12O16Zn4-2_14-r2SCAN-D4,Zn2H15C21(N3O4)2,-0.269749,-791.49,r2SCAN-D4,P1
C44H16N40O13Zn4-0_2-r2SCAN-D4,Zn4H16C44N40O13,0.133271,-958.248,r2SCAN-D4,P1
C50H34N6O13Zn4-2_10-r2SCAN-D4,Zn4H34C50N6O13,-0.235449,-810.223,r2SCAN-D4,P1
C51H18N27O10Zn4-3_4-r2SCAN-D4,Zn4H18C51N27O10,0.123859,-900.822,r2SCAN-D4,P1
C48H42N12O13Zn4-2_7-r2SCAN-D4,Zn4H42C48N12O13,-0.210941,-872.66,r2SCAN-D4,P1
C48H36N8O13Zn4-3_5-r2SCAN-D4,Zn4H36C48N8O13,-0.207284,-812.806,r2SCAN-D4,P1
C48H36N8O13Zn4-3_17-r2SCAN-D4,Zn4H36C48N8O13,-0.209533,-813.051,r2SCAN-D4,P1
C48H36N12O13S4Zn4-2_3-r2SCAN-D4,Zn4H36C48S4N12O13,-0.196811,-882.367,r2SCAN-D4,P1
C48H36N12O13S4Zn4-1_12-r2SCAN-D4,Zn4H36C48S4N12O13,-0.1731,-879.593,r2SCAN-D4,P1
C60H24N8O17Zn4-2_10-r2SCAN-D4,Zn4H24C60N8O17,-0.110272,-904.678,r2SCAN-D4,P1
C45H33N15O10Zn4-1_7-r2SCAN-D4,Zn4H33C45(N3O2)5,-0.0813226,-805.086,r2SCAN-D4,P1
C44H40N20O17Zn4-2_3-r2SCAN-D4,Zn4H40C44N20O17,-0.290665,-933.402,r2SCAN-D4,P1
C48H28N12O17Zn4-3_13-r2SCAN-D4,Zn4H28C48N12O17,-0.236699,-848.245,r2SCAN-D4,P1
C48H24N8O13S8Zn4-3_15-r2SCAN-D4,Zn4H24C48S8N8O13,-0.0791528,-822.087,r2SCAN-D4,P1
C48H24N8O13S8Zn4-1_3-r2SCAN-D4,Zn4H24C48S8N8O13,-0.0742366,-821.57,r2SCAN-D4,P1
C48H24N16O9S8Zn4-5_2-r2SCAN-D4,Zn4H24C48S8N16O9,0.100986,-852.693,r2SCAN-D4,P1
C48H24N12O19Zn4-0_9-r2SCAN-D4,Zn4H24C48N12O19,-0.257038,-847.762,r2SCAN-D4,P1
C45H27N9O19Zn4-1_4-r2SCAN-D4,Zn4H27C45N9O19,-0.273345,-801.553,r2SCAN-D4,P1
C56H20N4O9Zn4-3-r2SCAN-D4,Zn4H20C56N4O9,0.076448,-748.039,r2SCAN-D4,P1
C42H24N6O13S3Zn4-1_9-r2SCAN-D4,Zn4H24C42S3N6O13,-0.198152,-712.947,r2SCAN-D4,P1
C60H36N12O13Zn4-0_10-r2SCAN-D4,Zn4H36C60N12O13,-0.0485027,-953.084,r2SCAN-D4,P1
C60H24N4O13Zn4-3_12-r2SCAN-D4,Zn4H24C60N4O13,-0.141889,-847.227,r2SCAN-D4,P1
C60H30N12O19Zn4-0_2-r2SCAN-D4,Zn4H30C60N12O19,-0.19643,-985.759,r2SCAN-D4,P1
C64H36N4O13Zn4-1_2-MACE-OMat-D3,C64H36N4O13Zn4-1_2-MACE-OMat-D3,-0.179993,-829.078,MACE-OMat-D3,P1
C60H28N8O21Zn4-2_11-MACE-OMat-D3,C60H28N8O21Zn4-2_11-MACE-OMat-D3,-0.232829,-845.706,MACE-OMat-D3,P1
C60H16N16O13Zn4-2_13-MACE-OMat-D3,C60H16N16O13Zn4-2_13-MACE-OMat-D3,0.0134896,-804.31,MACE-OMat-D3,P1
C56H32N8O13S8Zn4-5_6-MACE-OMat-D3,C56H32N8O13S8Zn4-5_6-MACE-OMat-D3,-0.199998,-811.375,MACE-OMat-D3,P1
C54H42N12O13Zn4-0_5-MACE-OMat-D3,C54H42N12O13Zn4-0_5-MACE-OMat-D3,-0.231466,-830.504,MACE-OMat-D3,P1
C54H36N18O13Zn4-1_5-MACE-OMat-D3,C54H36N18O13Zn4-1_5-MACE-OMat-D3,-0.183413,-855.103,MACE-OMat-D3,P1
C54H30N6O13Zn4-1-MACE-OMat-D3,C54H30N6O13Zn4-1-MACE-OMat-D3,-0.198384,-733.806,MACE-OMat-D3,P1
C54H18N12O13S6Zn4-3_6-MACE-OMat-D3,C54H18N12O13S6Zn4-3_6-MACE-OMat-D3,-0.0919218,-758.33,MACE-OMat-D3,P1
C54H18N12O13S6Zn4-3_9-MACE-OMat-D3,C54H18N12O13S6Zn4-3_9-MACE-OMat-D3,-0.109625,-760.224,MACE-OMat-D3,P1
C52H36N12O13Zn4-0_1-MACE-OMat-D3,C52H36N12O13Zn4-0_1-MACE-OMat-D3,-0.233406,-791.028,MACE-OMat-D3,P1
C52H36N12O13Zn4-1_15-MACE-OMat-D3,C52H36N12O13Zn4-1_15-MACE-OMat-D3,-0.178152,-784.563,MACE-OMat-D3,P1
C52H28N4O21Zn4-3-MACE-OMat-D3,C52H28N4O21Zn4-3-MACE-OMat-D3,-0.364905,-750.372,MACE-OMat-D3,P1
C52H28N20O5Zn4-0-MACE-OMat-D3,C52H28N20O5Zn4-0-MACE-OMat-D3,0.129804,-750.793,MACE-OMat-D3,P1
C52H28N16O5Zn4-2-MACE-OMat-D3,C52H28N16O5Zn4-2-MACE-OMat-D3,0.111926,-719.811,MACE-OMat-D3,P1
C52H28N12O17Zn4-1_4-MACE-OMat-D3,C52H28N12O17Zn4-1_4-MACE-OMat-D3,-0.192642,-779.331,MACE-OMat-D3,P1
C52H24N8O17Zn4-2_8-MACE-OMat-D3,C52H24N8O17Zn4-2_8-MACE-OMat-D3,-0.224813,-734.814,MACE-OMat-D3,P1
C52H24N8O17Zn4-0_10-MACE-OMat-D3,C52H24N8O17Zn4-0_10-MACE-OMat-D3,-0.23199,-735.568,MACE-OMat-D3,P1
C48H40N12O17Zn4-0-MACE-OMat-D3,C48H40N12O17Zn4-0-MACE-OMat-D3,-0.30425,-796.523,MACE-OMat-D3,P1
C48H36N6O13Zn4-3_10-MACE-OMat-D3,C48H36N6O13Zn4-3_10-MACE-OMat-D3,-0.24467,-703.053,MACE-OMat-D3,P1
C48H36N6O13Zn4-0-MACE-OMat-D3,C48H36N6O13Zn4-0-MACE-OMat-D3,-0.263845,-705.105,MACE-OMat-D3,P1
C48H36N12O13S4Zn4-2_13-MACE-OMat-D3,C48H36N12O13S4Zn4-2_13-MACE-OMat-D3,-0.271512,-775.223,MACE-OMat-D3,P1
C48H36N12O13S4Zn4-1_4-MACE-OMat-D3,C48H36N12O13S4Zn4-1_4-MACE-OMat-D3,-0.278874,-776.084,MACE-OMat-D3,P1
C48H32N4O21Zn4-1_1-MACE-OMat-D3,C48H32N4O21Zn4-1_1-MACE-OMat-D3,-0.389726,-729.274,MACE-OMat-D3,P1
C48H30N12O13Zn4-2_3-MACE-OMat-D3,C48H30N12O13Zn4-2_3-MACE-OMat-D3,-0.182499,-727.006,MACE-OMat-D3,P1
C48H28N12O21Zn4-1_9-MACE-OMat-D3,C48H28N12O21Zn4-1_9-MACE-OMat-D3,-0.264926,-770.512,MACE-OMat-D3,P1
C48H28N12O21Zn4-1_1-MACE-OMat-D3,C48H28N12O21Zn4-1_1-MACE-OMat-D3,-0.327689,-777.605,MACE-OMat-D3,P1
C48H24N12O13Zn4-2_2-MACE-OMat-D3,C48H24N12O13Zn4-2_2-MACE-OMat-D3,-0.17662,-705.855,MACE-OMat-D3,P1
C48H18N6O13S6Zn4-3_14-MACE-OMat-D3,C48H18N6O13S6Zn4-3_14-MACE-OMat-D3,-0.159634,-658.424,MACE-OMat-D3,P1
C48H16N16O17Zn4-3_10-MACE-OMat-D3,C48H16N16O17Zn4-3_10-MACE-OMat-D3,-0.147826,-730.167,MACE-OMat-D3,P1
C48H16N16O17Zn4-2_8-MACE-OMat-D3,C48H16N16O17Zn4-2_8-MACE-OMat-D3,-0.159329,-731.329,MACE-OMat-D3,P1
C46H30N8O15Zn4-3_3-MACE-OMat-D3,C46H30N8O15Zn4-3_3-MACE-OMat-D3,-0.281479,-694.599,MACE-OMat-D3,P1
C48H16N12O9Zn4-3-MACE-OMat-D3,C48H16N12O9Zn4-3-MACE-OMat-D3,0.0506485,-637.766,MACE-OMat-D3,P1
C45H42N6O13Zn4-0_14-MACE-OMat-D3,C45H42N6O13Zn4-0_14-MACE-OMat-D3,-0.277965,-699.328,MACE-OMat-D3,P1
C45H27N9O19Zn4-1-MACE-OMat-D3,C45H27N9O19Zn4-1-MACE-OMat-D3,-0.250147,-700.833,MACE-OMat-D3,P1
C45H27N9O19Zn4-0_1-MACE-OMat-D3,C45H27N9O19Zn4-0_1-MACE-OMat-D3,-0.235168,-699.276,MACE-OMat-D3,P1
C44H40N24O13Zn4-0_4-MACE-OMat-D3,C44H40N24O13Zn4-0_4-MACE-OMat-D3,-0.276901,-837.885,MACE-OMat-D3,P1
C44H40N24O13Zn4-0_11-MACE-OMat-D3,C44H40N24O13Zn4-0_11-MACE-OMat-D3,-0.303883,-841.258,MACE-OMat-D3,P1
C44H32N32O13Zn4-2_8-MACE-OMat-D3,C44H32N32O13Zn4-2_8-MACE-OMat-D3,-0.215904,-871.067,MACE-OMat-D3,P1
C44H32N32O13Zn4-0-MACE-OMat-D3,C44H32N32O13Zn4-0-MACE-OMat-D3,-0.15574,-863.547,MACE-OMat-D3,P1
C42H24N6O25Zn4-2_3-MACE-OMat-D3,C42H24N6O25Zn4-2_3-MACE-OMat-D3,-0.469592,-689.587,MACE-OMat-D3,P1
C42H24N6O25Zn4-0_11-MACE-OMat-D3,C42H24N6O25Zn4-0_11-MACE-OMat-D3,-0.48279,-690.92,MACE-OMat-D3,P1
C42H24N6O13Zn4-2_17-MACE-OMat-D3,C42H24N6O13Zn4-2_17-MACE-OMat-D3,-0.258334,-605.772,MACE-OMat-D3,P1
C42H24N6O13S3Zn4-2_1-MACE-OMat-D3,C42H24N6O13S3Zn4-2_1-MACE-OMat-D3,-0.242366,-617.464,MACE-OMat-D3,P1
C40H36N8O13Zn4-5_16-MACE-OMat-D3,C40H36N8O13Zn4-5_16-MACE-OMat-D3,-0.308647,-651.179,MACE-OMat-D3,P1
C40H36N8O13Zn4-3_13-MACE-OMat-D3,C40H36N8O13Zn4-3_13-MACE-OMat-D3,-0.291834,-649.48,MACE-OMat-D3,P1
C40H24N8O25Zn4-0_6-MACE-OMat-D3,C40H24N8O25Zn4-0_6-MACE-OMat-D3,-0.508154,-691.781,MACE-OMat-D3,P1
C40H24N12O21Zn4-0_5-MACE-OMat-D3,C40H24N12O21Zn4-0_5-MACE-OMat-D3,-0.286603,-682.991,MACE-OMat-D3,P1
C40H20N8O17Zn4-0_15-MACE-OMat-D3,C40H20N8O17Zn4-0_15-MACE-OMat-D3,-0.220084,-607.485,MACE-OMat-D3,P1
C40H20N8O13Zn4-1_15-MACE-OMat-D3,C40H20N8O13Zn4-1_15-MACE-OMat-D3,-0.143753,-580.324,MACE-OMat-D3,P1
C34H22N8O15Zn4-0_14-MACE-OMat-D3,C34H22N8O15Zn4-0_14-MACE-OMat-D3,-0.336524,-557.253,MACE-OMat-D3,P1
C27H24O16Zn4-1_6-MACE-OMat-D3,C27H24O16Zn4-1_6-MACE-OMat-D3,-0.388525,-437.223,MACE-OMat-D3,P1
C24H24N8O17Zn4-0_13-MACE-OMat-D3,C24H24N8O17Zn4-0_13-MACE-OMat-D3,-0.560979,-496.954,MACE-OMat-D3,P1
C21H12N6O13Zn4-3_14-MACE-OMat-D3,C21H12N6O13Zn4-3_14-MACE-OMat-D3,-0.481465,-377.73,MACE-OMat-D3,P1
C21H18N6O13Zn4-0_4-MACE-OMat-D3,C21H18N6O13Zn4-0_4-MACE-OMat-D3,-0.46063,-398.789,MACE-OMat-D3,P1
C18H22N10O9Zn4-0_3-MACE-OMat-D3,C18H22N10O9Zn4-0_3-MACE-OMat-D3,-0.325262,-389.699,MACE-OMat-D3,P1
C18H15N3O13Zn4-1_4-MACE-OMat-D3,C18H15N3O13Zn4-1_4-MACE-OMat-D3,-0.569264,-338.052,MACE-OMat-D3,P1
C56H24N12O21Zn4-3-MACE-OMat-D3,C56H24N12O21Zn4-3-MACE-OMat-D3,-0.249438,-830.342,MACE-OMat-D3,P1
C56H24N12O21Zn4-1_8-MACE-OMat-D3,C56H24N12O21Zn4-1_8-MACE-OMat-D3,-0.265562,-832.229,MACE-OMat-D3,P1
C56H20N12O13Zn4-0_5-MACE-OMat-D3,C56H20N12O13Zn4-0_5-MACE-OMat-D3,-0.138252,-763.115,MACE-OMat-D3,P1
C52H20N8O13Zn4-1_8-MACE-OMat-D3,C52H20N8O13Zn4-1_8-MACE-OMat-D3,-0.15021,-693.011,MACE-OMat-D3,P1
C51H42N6O19Zn4-0_6-MACE-OMat-D3,C51H42N6O19Zn4-0_6-MACE-OMat-D3,-0.35425,-796.827,MACE-OMat-D3,P1
C50H34N6O13Zn4-0_17-MACE-OMat-D3,C50H34N6O13Zn4-0_17-MACE-OMat-D3,-0.26249,-716.861,MACE-OMat-D3,P1
C44H20N8O13Zn4-0_8-MACE-OMat-D3,C44H20N8O13Zn4-0_8-MACE-OMat-D3,-0.174343,-620.4,MACE-OMat-D3,P1
C36H30N9O13Zn4-0_6-MACE-OMat-D3,C36H30N9O13Zn4-0_6-MACE-OMat-D3,-0.346381,-603.976,MACE-OMat-D3,P1
C30H18N6O13Zn4-0_18-r2SCAN-D4,C30H18N6O13Zn4-0_18-r2SCAN-D4,-0.300724,-550.73,r2SCAN-D4,P1
C22H22O17Zn4-2_11-r2SCAN-D4,C22H22O17Zn4-2_11-r2SCAN-D4,-0.573482,-468.723,r2SCAN-D4,P1
C20H12N6O11Zn4-0_5-r2SCAN-D4,C20H12N6O11Zn4-0_5-r2SCAN-D4,-0.30651,-413.069,r2SCAN-D4,P1
C18H12O19Zn4-3_2-r2SCAN-D4,C18H12O19Zn4-3_2-r2SCAN-D4,-0.75337,-408.38,r2SCAN-D4,P1
C48H24N12O21Zn4-3_14-MACE-OMat-D3,C48H24N12O21Zn4-3_14-MACE-OMat-D3,-0.341538,-764.829,MACE-OMat-D3,P1
C48H24N12O21Zn4-2_4-MACE-OMat-D3,C48H24N12O21Zn4-2_4-MACE-OMat-D3,-0.243935,-754.19,MACE-OMat-D3,P1
C48H24N12O21Zn4-0_18-MACE-OMat-D3,C48H24N12O21Zn4-0_18-MACE-OMat-D3,-0.285997,-758.775,MACE-OMat-D3,P1
C32H14N2O11Zn4-2_13-r2SCAN-D4,C32H14N2O11Zn4-2_13-r2SCAN-D4,-0.222908,-501.381,r2SCAN-D4,P1
C36H26N6O11Zn4-2_10-r2SCAN-D4,C36H26N6O11Zn4-2_10-r2SCAN-D4,-0.191465,-621.386,r2SCAN-D4,P1
C30H12N18O19Zn4-1_1-r2SCAN-D4,C30H12N18O19Zn4-1_1-r2SCAN-D4,-0.223316,-671.911,r2SCAN-D4,P1
C28H24N16O13Zn4-1_6-r2SCAN-D4,C28H24N16O13Zn4-1_6-r2SCAN-D4,-0.28249,-645.609,r2SCAN-D4,P1
C56H16N12O13Zn4-0_2-r2SCAN-D4,C56H16N12O13Zn4-0_2-r2SCAN-D4,-0.0250126,-840.34,r2SCAN-D4,P1
C48H28N4O13Zn4-3_9-r2SCAN-D4,C48H28N4O13Zn4-3_9-r2SCAN-D4,-0.24329,-749.551,r2SCAN-D4,P1
C48H28N4O13Zn4-2_14-r2SCAN-D4,C48H28N4O13Zn4-2_14-r2SCAN-D4,-0.229282,-748.192,r2SCAN-D4,P1
C42H30N12O10Zn4-2_5-r2SCAN-D4,Zn2H15C21N6O5,-0.145984,-742.816,r2SCAN-D4,P1
C42H24N6O13S3Zn4-0_15-r2SCAN-D4,Zn4H24C42S3N6O13,-0.23718,-716.537,r2SCAN-D4,P1
C40H20N8O17Zn4-3_11-r2SCAN-D4,Zn4H20C40N8O17,-0.165709,-692.797,r2SCAN-D4,P1
C36H20N8O21Zn4-1_16-r2SCAN-D4,Zn4H20C36N8O21,-0.302842,-688.217,r2SCAN-D4,P1
C24H20N4O17Zn4-0_1-r2SCAN-D4,Zn4H20C24N4O17,-0.474427,-513.907,r2SCAN-D4,P1
C36H18N6O13S3Zn4-3_3-r2SCAN-D4,Zn4H18C36S3N6O13,-0.258617,-634.562,r2SCAN-D4,P1
C36H18N6O13S3Zn4-1_4-r2SCAN-D4,Zn4H18C36S3N6O13,-0.258198,-634.529,r2SCAN-D4,P1
C36H18N6O13S3Zn4-0_16-r2SCAN-D4,Zn4H18C36S3N6O13,-0.257425,-634.467,r2SCAN-D4,P1
C52H20N8O13Zn4-3_7-r2SCAN-D4,Zn4H20C52N8O13,-0.124919,-787.086,r2SCAN-D4,P1
C56H16N12O13Zn4-3_1-r2SCAN-D4,Zn4H16C56N12O13,-0.0557669,-843.446,r2SCAN-D4,P1
C48H24N8O17Zn4-0_13-r2SCAN-D4,Zn4H24C48N8O17,-0.192677,-791.473,r2SCAN-D4,P1
C48H24N12O13Zn4-0_17-r2SCAN-D4,Zn4H24C48N12O13,-0.122732,-797.729,r2SCAN-D4,P1
C32H32O17S8Zn4-0-r2SCAN-D4,Zn4H32C32S8O17,-0.321861,-661.167,r2SCAN-D4,P1
C60H24N12O13S6Zn4-3_4-r2SCAN-D4,Zn4H24C60S6N12O13,0.0139621,-952.661,r2SCAN-D4,P1
C60H18N12O13S6Zn4-2_5-r2SCAN-D4,Zn4H18C60S6N12O13,0.0197864,-931.345,r2SCAN-D4,P1
C56H40N4O13Zn4-2_6-r2SCAN-D4,Zn4H40C56N4O13,-0.17597,-868.16,r2SCAN-D4,P1
C56H32N8O13S8Zn4-7_7-r2SCAN-D4,Zn4H32C56S8N8O13,-0.0460391,-927.138,r2SCAN-D4,P1
C56H32N8O13S8Zn4-5_6-r2SCAN-D4,Zn4H32C56S8N8O13,-0.0971143,-933.318,r2SCAN-D4,P1
C56H32N8O13S8Zn4-3_3-r2SCAN-D4,Zn4H32C56S8N8O13,-0.0920894,-932.71,r2SCAN-D4,P1
C54H30N6O13Zn4-1_2-r2SCAN-D4,Zn4H30C54N6O13,-0.205249,-833.232,r2SCAN-D4,P1
C54H30N6O13Zn4-2_10-r2SCAN-D4,Zn4H30C54N6O13,-0.193603,-831.986,r2SCAN-D4,P1
C52H44N8O17Zn4-2_6-r2SCAN-D4,Zn4H44C52N8O17,-0.251768,-912.691,r2SCAN-D4,P1
C52H32N8O13Zn4-2_8-r2SCAN-D4,Zn4H32C52N8O13,-0.208105,-839.136,r2SCAN-D4,P1
C52H28N8O13Zn4-1_14-r2SCAN-D4,Zn4H28C52N8O13,-0.188599,-822.428,r2SCAN-D4,P1
C44H36N16O5Zn4-0_2-r2SCAN-D4,Zn4H36C44N16O5,0.0858518,-767.77,r2SCAN-D4,P1
C44H32N32O13Zn4-0_5-r2SCAN-D4,Zn4H32C44N32O13,-0.0987861,-968.291,r2SCAN-D4,P1
C42H30N12O16Zn4-3_9-r2SCAN-D4,Zn2H15C21(N3O4)2,-0.282743,-792.841,r2SCAN-D4,P1
C42H33N9O19Zn4-3_6-r2SCAN-D4,Zn4H33C42N9O19,-0.28499,-794.31,r2SCAN-D4,P1
C40H44N20O13Zn4-0_4-r2SCAN-D4,Zn4H44C40N20O13,-0.209665,-872.914,r2SCAN-D4,P1
C40H24N16O21Zn4-1_10-r2SCAN-D4,Zn4H24C40N16O21,-0.233023,-812.837,r2SCAN-D4,P1
C40H16N24O25Zn4-3_12-r2SCAN-D4,Zn4H16C40N24O25,-0.14583,-873.102,r2SCAN-D4,P1
C44H16N40O13Zn4-0-r2SCAN-D4,Zn4H16C44N40O13,0.155852,-955.606,r2SCAN-D4,P1
C52H28N4O21Zn4-2_17-r2SCAN-D4,Zn4H28C52N4O21,-0.346415,-850.347,r2SCAN-D4,P1
C52H28N4O21Zn4-0_12-r2SCAN-D4,Zn4H28C52N4O21,-0.285614,-843.72,r2SCAN-D4,P1
C48H48N16O5Zn4-3_2-r2SCAN-D4,Zn4H48C48N16O5,0.0454211,-852.84,r2SCAN-D4,P1
C48H40N16O13Zn4-0_9-r2SCAN-D4,Zn4H40C48N16O13,-0.186871,-899.86,r2SCAN-D4,P1
C54H24N12O19Zn4-0_7-r2SCAN-D4,Zn4H24C54N12O19,-0.155169,-897.895,r2SCAN-D4,P1
